China Taj Logist авиа,,
Треккод,Дата прибытия в Душанбе,Путь
JT5212204052221,28.08.2023,Авиа1
78359204594047,28.08.2023,Авиа1
433372036107774,28.08.2023,Авиа1
JT5212278670077,28.08.2023,Авиа1
YT8921449562210,28.08.2023,Авиа1
777159365858537,28.08.2023,Авиа1
463059844748777,28.08.2023,Авиа1
78359397110622,28.08.2023,Авиа1
кобчаи сабз,28.08.2023,Авиа1
78359642617298,28.08.2023,Авиа1
777158596062376,28.08.2023,Авиа1
463060252733154,28.08.2023,Авиа1
78359951091034,28.08.2023,Авиа1
78360072146954,28.08.2023,Авиа1
YT8920942676932,28.08.2023,Авиа1
463061902204219,28.08.2023,Авиа1
1282691734925,28.08.2023,Авиа1
78360464531447,28.08.2023,Авиа1
YT8920930537296,28.08.2023,Авиа1
JT5211884410793,28.08.2023,Авиа1
78360433551206,28.08.2023,Авиа1
JT5211394916953,28.08.2023,Авиа1
YT8921039912212,28.08.2023,Авиа1
YT8920905226763,28.08.2023,Авиа1
JT5211876448112,28.08.2023,Авиа1
78359206575362,28.08.2023,Авиа1
YT8920935206821,28.08.2023,Авиа1
JT5212057554047,28.08.2023,Авиа1
SF1159087542792,28.08.2023,Авиа1
78359934468752,28.08.2023,Авиа1
78360335742369,28.08.2023,Авиа1
773236947025524,28.08.2023,Авиа1
78359411015930,28.08.2023,Авиа1
9871979996259,28.08.2023,Авиа1
JT5211430771655,28.08.2023,Авиа1
JT5212033806290,28.08.2023,Авиа1
9871898489167,28.08.2023,Авиа1
78358487426080,28.08.2023,Авиа1
JT5211402643585,28.08.2023,Авиа1
78359725164865,28.08.2023,Авиа1
1293372976348,28.08.2023,Авиа1
78359583548259,28.08.2023,Авиа1
463057323019401,28.08.2023,Авиа1
1285398112548,28.08.2023,Авиа1
78359336453026,28.08.2023,Авиа1
JT5211321979485,28.08.2023,Авиа1
SF1514707802510,28.08.2023,Авиа1
78359497328434,28.08.2023,Авиа1
JT5210660445700,28.08.2023,Авиа1
SF1674743425396,28.08.2023,Авиа1
JT5212035108878,28.08.2023,Авиа1
9871981953926,28.08.2023,Авиа1
9855193923867,28.08.2023,Авиа1
YT8920814002133,28.08.2023,Авиа1
75713526445853,28.08.2023,Авиа1
YT8919210294859,28.08.2023,Авиа1
JT5212033662374,28.08.2023,Авиа1
JT5212214853507,28.08.2023,Авиа1
777159078122997,28.08.2023,Авиа1
463060603733362,28.08.2023,Авиа1
JT5210775757485,28.08.2023,Авиа1
JT5212290006748,28.08.2023,Авиа1
SF1673758227504,28.08.2023,Авиа1
78359575809268,28.08.2023,Авиа1
777159359343335,28.08.2023,Авиа1
SF1514820844184,28.08.2023,Авиа1
777158742025115,28.08.2023,Авиа1
777158548956859,28.08.2023,Авиа1
463063435866406,28.08.2023,Авиа1
777159064401472,28.08.2023,Авиа1
78359590759856,28.08.2023,Авиа1
777159541379173,28.08.2023,Авиа1
78359826132480,28.08.2023,Авиа1
773236971216820,28.08.2023,Авиа1
JT3041365885985,28.08.2023,Авиа1
JT5210201975287,28.08.2023,Авиа1
463059093039700,28.08.2023,Авиа1
SF1516190560442,28.08.2023,Авиа1
YT8921448982251,28.08.2023,Авиа1
777159554389645,28.08.2023,Авиа1
777158635331768,28.08.2023,Авиа1
1299622132364,28.08.2023,Авиа1
777159622141375,28.08.2023,Авиа1
463061577258036,28.08.2023,Авиа1
78360438448546,28.08.2023,Авиа1
78360414907755,28.08.2023,Авиа1
JT5210746118448,28.08.2023,Авиа1
YT8920907059620,28.08.2023,Авиа1
YT8921331607609,28.08.2023,Авиа1
9855184975730,28.08.2023,Авиа1
777158716673388,28.08.2023,Авиа1
777159582028395,28.08.2023,Авиа1
YT8920410196403,28.08.2023,Авиа1
78359204171555,28.08.2023,Авиа1
78713686790056,28.08.2023,Авиа1
777157385349459,28.08.2023,Авиа1
YT8919512060967,28.08.2023,Авиа1
SF1699188318661,28.08.2023,Авиа1
777158538890506,28.08.2023,Авиа1
78711970088170,28.08.2023,Авиа1
1220245790236,28.08.2023,Авиа1
YT8920381472162,28.08.2023,Авиа1
YT7406271660486,28.08.2023,Авиа1
JT5210409950566,28.08.2023,Авиа1
YT8920594434214,28.08.2023,Авиа1
78359159953850,28.08.2023,Авиа1
JT5210951245296,28.08.2023,Авиа1
YT8920563811198,28.08.2023,Авиа1
JT5210409947610,28.08.2023,Авиа1
JT5211396693614,28.08.2023,Авиа1
9855215249421,28.08.2023,Авиа1
JT5210961284183,28.08.2023,Авиа1
JT5210961284321,28.08.2023,Авиа1
73506173148645,28.08.2023,Авиа1
463054492789332,28.08.2023,Авиа1
777158510659956,28.08.2023,Авиа1
773236605318263,28.08.2023,Авиа1
JT5211978278182,28.08.2023,Авиа1
777158513366877,28.08.2023,Авиа1
773236663540510,28.08.2023,Авиа1
JT5209856385237,28.08.2023,Авиа1
777157671038119,28.08.2023,Авиа1
78358045642156,28.08.2023,Авиа1
78358317641243,28.08.2023,Авиа1
YT8919912101080,28.08.2023,Авиа1
SF1621638297964,28.08.2023,Авиа1
78711702346828,28.08.2023,Авиа1
JT5211377928374,28.08.2023,Авиа1
463054828675416,28.08.2023,Авиа1
78359108351144,28.08.2023,Авиа1
9855122232140,28.08.2023,Авиа1
JT5209517422329,28.08.2023,Авиа1
JT5209433811936,28.08.2023,Авиа1
YT8919487153668,28.08.2023,Авиа1
YT8919487155831,28.08.2023,Авиа1
JT5211197886227,28.08.2023,Авиа1
JT5212037131802,28.08.2023,Авиа1
JT5211347613576,28.08.2023,Авиа1
78359213939006,28.08.2023,Авиа1
YT8920329637576,28.08.2023,Авиа1
1282557763525,28.08.2023,Авиа1
433375635764618,28.08.2023,Авиа1
78711650257203,28.08.2023,Авиа1
9855210759458,28.08.2023,Авиа1
YT7407566592345,28.08.2023,Авиа1
SF1621634157750,28.08.2023,Авиа1
78359004165583,28.08.2023,Авиа1
78358674112190,28.08.2023,Авиа1
78359138391557,28.08.2023,Авиа1
JT5211198620324,28.08.2023,Авиа1
JT5211847485704,28.08.2023,Авиа1
JT5210930953635,28.08.2023,Авиа1
JT5211998813250,28.08.2023,Авиа1
78712118330798,28.08.2023,Авиа1
463058236004069,28.08.2023,Авиа1
9855216215950,28.08.2023,Авиа1
463053900961323,28.08.2023,Авиа1
463051263015961,28.08.2023,Авиа1
SF1510206494023,28.08.2023,Авиа1
SF1402528528937,28.08.2023,Авиа1
777158750542293,28.08.2023,Авиа1
1288521355848,28.08.2023,Авиа1
SF1406578545387,28.08.2023,Авиа1
YT7407462235438,28.08.2023,Авиа1
78359401426535,28.08.2023,Авиа1
78358658884252,28.08.2023,Авиа1
78712113124441,28.08.2023,Авиа1
78711180036591,28.08.2023,Авиа1
777159029163948,28.08.2023,Авиа1
YT8920578852865,28.08.2023,Авиа1
YT8920627008838,28.08.2023,Авиа1
463066116301748,28.08.2023,Авиа1
777161009611124,29.08.2023,Авиа1
JT5213169390037,29.08.2023,Авиа1
777160775131136,29.08.2023,Авиа1
JT5213042458757,29.08.2023,Авиа1
78361812940466,29.08.2023,Авиа1
JT5213678156049,29.08.2023,Авиа1
YT8921927002658,29.08.2023,Авиа1
78361312073176,29.08.2023,Авиа1
ОЕ5213773904334,29.08.2023,Авиа1
78360559773371,29.08.2023,Авиа1
78713642724577,29.08.2023,Авиа1
ОЕ5213163763029,29.08.2023,Авиа1
78360559764274,29.08.2023,Авиа1
777160210037472,29.08.2023,Авиа1
9855294057322,29.08.2023,Авиа1
1272479122325,29.08.2023,Авиа1
1271510390725,29.08.2023,Авиа1
78361549996834,29.08.2023,Авиа1
78361438476679,29.08.2023,Авиа1
YT8922807338247,29.08.2023,Авиа1
777160239578067,29.08.2023,Авиа1
777159895567395,29.08.2023,Авиа1
YT8922022000589,29.08.2023,Авиа1
YT8922292030442,29.08.2023,Авиа1
777159510882266,29.08.2023,Авиа1
1278753439325,29.08.2023,Авиа1
78360723814418,29.08.2023,Авиа1
78715393621651,29.08.2023,Авиа1
JT5213062305587,29.08.2023,Авиа1
9855259084918,29.08.2023,Авиа1
777160073118175,29.08.2023,Авиа1
433394412385178,29.08.2023,Авиа1
78360406296425,29.08.2023,Авиа1
777160017273539,29.08.2023,Авиа1
777160459921497,29.08.2023,Авиа1
JT5212697973733,29.08.2023,Авиа1
78360891998419,29.08.2023,Авиа1
JT5212602412874,29.08.2023,Авиа1
1295046603848,29.08.2023,Авиа1
777158728074504,30.08.2023,Авиа1
78358798786618,30.08.2023,Авиа1
,29.08.2023,Авиа1
78362415492730,31.08.2023,Авиа1
78363010695708,31.08.2023,Авиа1
ОЕ5214273808698,01.09.2023,Авиа1
JT5214791126657,31.08.2023,Авиа1
463086647213311,31.08.2023,Авиа1
JT5213083187666,02.09.2023,Авиа1
777159834244023,02.09.2023,Авиа1
78360701268578,02.09.2023,Авиа1
1277393443625,02.09.2023,Авиа1
YT8921545596630,02.09.2023,Авиа1
78360745786735,02.09.2023,Авиа1
JT5213256648336,02.09.2023,Авиа1
463064616848252,02.09.2023,Авиа1
JT5213315254065,02.09.2023,Авиа1
463064616690930,02.09.2023,Авиа1
78360721511120,02.09.2023,Авиа1
463067906636814,02.09.2023,Авиа1
777160249490205,02.09.2023,Авиа1
777160101783758,02.09.2023,Авиа1
777159860896755,02.09.2023,Авиа1
YT8921687246497,02.09.2023,Авиа1
YT7405611529483,02.09.2023,Авиа1
JT5212660408552,02.09.2023,Авиа1
78360857328969,02.09.2023,Авиа1
78360723282327,02.09.2023,Авиа1
772021796253861,02.09.2023,Авиа1
463068314811792,02.09.2023,Авиа1
9855168328959,02.09.2023,Авиа1
YT8921033800423,02.09.2023,Авиа1
78360767120193,02.09.2023,Авиа1
1201213619549,02.09.2023,Авиа1
JT5212429710291,02.09.2023,Авиа1
JT5213063321113,02.09.2023,Авиа1
777157888556575,02.09.2023,Авиа1
777157676927090,02.09.2023,Авиа1
YT8921747399130,02.09.2023,Авиа1
777160179796262,02.09.2023,Авиа1
YT8922883375347,02.09.2023,Авиа1
YT8921621521118,02.09.2023,Авиа1
9855353553442,02.09.2023,Авиа1
JT5212643106204,02.09.2023,Авиа1
YT8921638895613,02.09.2023,Авиа1
JT5213613023581,02.09.2023,Авиа1
777158121956563,02.09.2023,Авиа1
YT8919599766783,02.09.2023,Авиа1
777160349354160,02.09.2023,Авиа1
463069257884676,02.09.2023,Авиа1
463068049165050,02.09.2023,Авиа1
78360731672156,02.09.2023,Авиа1
JT5212290686095,02.09.2023,Авиа1
777160226066269,02.09.2023,Авиа1
JT5212596805288,02.09.2023,Авиа1
JT5211506702181,02.09.2023,Авиа1
YT8919220605829,02.09.2023,Авиа1
463069033114028,02.09.2023,Авиа1
463069313545178,02.09.2023,Авиа1
JT5213591817420,02.09.2023,Авиа1
78360869568475,02.09.2023,Авиа1
9855362051333,02.09.2023,Авиа1
78361005970407,02.09.2023,Авиа1
9855323785173,02.09.2023,Авиа1
777160028416624,02.09.2023,Авиа1
777161341633411,02.09.2023,Авиа1
777161226818605,02.09.2023,Авиа1
JT5212156027048,02.09.2023,Авиа1
78359761786073,02.09.2023,Авиа1
78359784908710,02.09.2023,Авиа1
JT5212652124833,02.09.2023,Авиа1
78361271644584,02.09.2023,Авиа1
9855347340342,02.09.2023,Авиа1
YT7408868665867,02.09.2023,Авиа1
JT5213071544035,02.09.2023,Авиа1
9855285916703,02.09.2023,Авиа1
78361335337405,02.09.2023,Авиа1
78361537354411,02.09.2023,Авиа1
JT5214523938447,02.09.2023,Авиа1
777160488123282,02.09.2023,Авиа1
777161005512054,02.09.2023,Авиа1
777161040921881,02.09.2023,Авиа1
JT5212763396176,02.09.2023,Авиа1
777160923679865,02.09.2023,Авиа1
777160457682076,02.09.2023,Авиа1
777161012468758,02.09.2023,Авиа1
463070848363264,02.09.2023,Авиа1
777158051500675,02.09.2023,Авиа1
777160262332981,02.09.2023,Авиа1
777160237490813,02.09.2023,Авиа1
SF1621686761635,02.09.2023,Авиа1
463079324875145,02.09.2023,Авиа1
43910359,02.09.2023,Авиа1
НЕ7410858527518,05.09.2023,Авиа1
JT5215272886494,05.09.2023,Авиа1
463077460912609,05.09.2023,Авиа1
777157947851045,18.08.2023,Авиа1
78362078826354,05.09.2023,Авиа1
777161696892422,05.09.2023,Авиа1
78362286334215,05.09.2023,Авиа1
78362037498860,05.09.2023,Авиа1
777161735676095,05.09.2023,Авиа1
JT5216063795785,05.09.2023,Авиа1
JT5216073355304,05.09.2023,Авиа1
YT8924035562337,05.09.2023,Авиа1
78362285461773,05.09.2023,Авиа1
JT5214360513749,05.09.2023,Авиа1
JT5215280541783,05.09.2023,Авиа1
JT5215196271554,05.09.2023,Авиа1
433404033565304,05.09.2023,Авиа1
777159452882417,05.09.2023,Авиа1
777162624254222,05.09.2023,Авиа1
JT5215847536558,05.09.2023,Авиа1
777162412885208,07.09.2023,Авиа1
YT7411063328846,07.09.2023,Авиа1
78363160991909,07.09.2023,Авиа1
777162617917789,07.09.2023,Авиа1
777162088712474,07.09.2023,Авиа1
JT5216179791165,07.09.2023,Авиа1
78362915018096,07.09.2023,Авиа1
7836355441,07.09.2023,Авиа1
78363617296776,07.09.2023,Авиа1
78363502857344,07.09.2023,Авиа1
777163006753470,07.09.2023,Авиа1
78363343501287,07.09.2023,Авиа1
YT8924762358214,07.09.2023,Авиа1
JT5215824632095,07.09.2023,Авиа1
777162588849915,07.09.2023,Авиа1
YT8924062758945,07.09.2023,Авиа1
YT8924000497200,07.09.2023,Авиа1
1291231527525,07.09.2023,Авиа1
JT5216717139970,07.09.2023,Авиа1
JT5215946884445,07.09.2023,Авиа1
777161943939237,07.09.2023,Авиа1
463086296243770,07.09.2023,Авиа1
YT8924432691904,07.09.2023,Авиа1
JT5216482939208,07.09.2023,Авиа1
JT5215596856937,07.09.2023,Авиа1
433415509427144,07.09.2023,Авиа1
773240807104745,07.09.2023,Авиа1
777162794090752,07.09.2023,Авиа1
JT5216086462190,07.09.2023,Авиа1
JT5216430699250,07.09.2023,Авиа1
78363274178516,07.09.2023,Авиа1
78363426900936,07.09.2023,Авиа1
YT8924687907542,07.09.2023,Авиа1
78718286091618,07.09.2023,Авиа1
JT5216634723074,07.09.2023,Авиа1
JT5215588276796,07.09.2023,Авиа1
463081048066515,07.09.2023,Авиа1
777161420867432,07.09.2023,Авиа1
JT5214951838724,07.09.2023,Авиа1
777161441691898,07.09.2023,Авиа1
78718010574827,07.09.2023,Авиа1
JT5216244538134,07.09.2023,Авиа1
78363056563804,07.09.2023,Авиа1
YT8923400526817,07.09.2023,Авиа1
9855435954011,07.09.2023,Авиа1
JT5216258013434,07.09.2023,Авиа1
433415822444002,07.09.2023,Авиа1
YT8924745947242,07.09.2023,Авиа1
JT5216151399909,07.09.2023,Авиа1
JT5216728722857,07.09.2023,Авиа1
YT8923942332093,07.09.2023,Авиа1
YT8923942344221,07.09.2023,Авиа1
78363092699642,07.09.2023,Авиа1
463089991949067,07.09.2023,Авиа1
JT5215698693764,07.09.2023,Авиа1
463092490026811,07.09.2023,Авиа1
1289285633725,07.09.2023,Авиа1
,07.09.2023,Авиа1
78363680940190,07.09.2023,Авиа1
JT5216086814589,07.09.2023,Авиа1
9855363634622,07.09.2023,Авиа1
JT5214136666458,07.09.2023,Авиа1
78362415733361,07.09.2023,Авиа1
JT5214131295274,07.09.2023,Авиа1
9855430588751,07.09.2023,Авиа1
777161530259445,07.09.2023,Авиа1
9855502453053,12.09.2023,Авиа2
777161751073318,09.09.2023,Авиа1
YT8922516432018,09.09.2023,Авиа1
YT8922900703050,09.09.2023,Авиа1
YT8923038287414,09.09.2023,Авиа1
78361927136486,09.09.2023,Авиа1
777160725208535,09.09.2023,Авиа1
463077747754637,09.09.2023,Авиа1
78362179379371,09.09.2023,Авиа1
463093124437367,09.09.2023,Авиа1
78364224783974,09.09.2023,Авиа1
78363585087172,09.09.2023,Авиа1
78363001892186,09.09.2023,Авиа1
463087858626441,09.09.2023,Авиа1
YT8923075659692,09.09.2023,Авиа1
78363345812982,09.09.2023,Авиа1
9855388191158,09.09.2023,Авиа1
78364041031432,09.09.2023,Авиа1
463073798989726,09.09.2023,Авиа1
78361414690625,09.09.2023,Авиа1
777160550990535,09.09.2023,Авиа1
YT8923849710628,09.09.2023,Авиа1
YT8923691882823,09.09.2023,Авиа1
78363348009546,09.09.2023,Авиа1
78364039161841,09.09.2023,Авиа1
9855491329854,09.09.2023,Авиа1
YT8924251962001,09.09.2023,Авиа1
463076351979991,09.09.2023,Авиа1
78715502886136,09.09.2023,Авиа1
463076587813678,09.09.2023,Авиа1
463074926300678,09.09.2023,Авиа1
JT5214209231232,09.09.2023,Авиа1
JT5215878276843,09.09.2023,Авиа1
JT5215247489264,09.09.2023,Авиа1
JT5215913463748,09.09.2023,Авиа1
78362719749656,09.09.2023,Авиа1
78363822357376,09.09.2023,Авиа1
772022055853187,09.09.2023,Авиа1
777162049444655,09.09.2023,Авиа1
JT5215669652656,09.09.2023,Авиа1
JT5214338775779,09.09.2023,Авиа1
JT5216394945286,09.09.2023,Авиа1
777163386053770,09.09.2023,Авиа1
78363492104639,09.09.2023,Авиа1
9855463910954,09.09.2023,Авиа1
YT8924590630829,09.09.2023,Авиа1
78363692557676,09.09.2023,Авиа1
777162872249407,09.09.2023,Авиа1
78363373175070,09.09.2023,Авиа1
78363364583933,09.09.2023,Авиа1
777162509057831,09.09.2023,Авиа1
78714255928758,09.09.2023,Авиа1
78714255232236,09.09.2023,Авиа1
78360623348346,09.09.2023,Авиа1
78360623348150,09.09.2023,Авиа1
JT5212735323225,09.09.2023,Авиа1
YT8924897384764,09.09.2023,Авиа1
9855543444919,09.09.2023,Авиа1
YT8924998418911,09.09.2023,Авиа1
JT5212771547447,09.09.2023,Авиа1
777160394735750,09.09.2023,Авиа1
JT5217099699534,09.09.2023,Авиа1
YT8922798989824,09.09.2023,Авиа1
JT5213638374143,09.09.2023,Авиа1
JT3042626930618,09.09.2023,Авиа1
777160968315855,09.09.2023,Авиа1
777160968315849,09.09.2023,Авиа1
78362531489983,09.09.2023,Авиа1
777163523355139,09.09.2023,Авиа1
463095720745773,09.09.2023,Авиа1
78364210712170,09.09.2023,Авиа1
78364224778500,09.09.2023,Авиа1
777162586555963,09.09.2023,Авиа1
YT8924882703356,09.09.2023,Авиа1
78361774797334,09.09.2023,Авиа1
773239094410814,09.09.2023,Авиа1
9855560083852,09.09.2023,Авиа1
78364239948816,09.09.2023,Авиа1
78717979663411,09.09.2023,Авиа1
JT5216221194517,09.09.2023,Авиа1
JT5212580432493,09.09.2023,Авиа1
JT5212788577463,09.09.2023,Авиа1
YT8922051536369,09.09.2023,Авиа1
YT8920882710741,09.09.2023,Авиа1
777159987919055,09.09.2023,Авиа1
777159821466905,09.09.2023,Авиа1
78360181932856,09.09.2023,Авиа1
78361407356166,09.09.2023,Авиа1
1213376720949,09.09.2023,Авиа1
JT5215353800154,09.09.2023,Авиа1
JT5521010434546,09.09.2023,Авиа1
YT7409549948394,09.09.2023,Авиа1
JT5216087820202,09.09.2023,Авиа1
JT5212872672351,09.09.2023,Авиа1
YT8922816785311,09.09.2023,Авиа1
JT5212787558429,09.09.2023,Авиа1
78714265492528,09.09.2023,Авиа1
463069492390190,09.09.2023,Авиа1
JT5215384057660,09.09.2023,Авиа1
777159878888301,09.09.2023,Авиа1
777161211096027,09.09.2023,Авиа1
YT8922500962194,09.09.2023,Авиа1
JT3044288061729,09.09.2023,Авиа1
JT5213534484380,09.09.2023,Авиа1
YT8921901375468,09.09.2023,Авиа1
JT5213963387376,09.09.2023,Авиа1
YT8922109046288,09.09.2023,Авиа1
JT5214781413831,09.09.2023,Авиа1
JT5214309416485,09.09.2023,Авиа1
463080213130457,09.09.2023,Авиа1
78360977155481,09.09.2023,Авиа1
JT5215993511059,09.09.2023,Авиа1
78362027414620,09.09.2023,Авиа1
JT5214629616815,09.09.2023,Авиа1
463078867108426,09.09.2023,Авиа1
777161399264205,09.09.2023,Авиа1
JT5212776852921,09.09.2023,Авиа1
78360676992748,09.09.2023,Авиа1
9855270352587,09.09.2023,Авиа1
777160266847705,09.09.2023,Авиа1
463063955015825,09.09.2023,Авиа1
9872141947019,09.09.2023,Авиа1
433398314707717,09.09.2023,Авиа1
78361848261764,09.09.2023,Авиа1
463083800371910,09.09.2023,Авиа1
78718329384097,09.09.2023,Авиа1
9855419856326,09.09.2023,Авиа1
78360788122237,09.09.2023,Авиа1
JT5215944946621,09.09.2023,Авиа1
433408953396153,09.09.2023,Авиа1
777162089006208,09.09.2023,Авиа1
JT5214172863400,09.09.2023,Авиа1
